term_id,term_name,genes_associated_in_db
C4225244,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Y",1
C4225246,SURF1-related Charcot-Marie-Tooth disease type 4,1
C4225247,"LEUKODYSTROPHY, HYPOMYELINATING, 12",1
C4225248,"SEIZURES, SCOLIOSIS, AND MACROCEPHALY SYNDROME",1
C4225249,"MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE",1
C4225250,"SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE",1
C4225251,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27,1
C4225253,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X",1
C4225254,"SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY",1
C4225255,YUAN-HAREL-LUPSKI SYNDROME,1
C4225256,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 35",1
C4225257,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34",1
C4225258,"EPILEPSY, PROGRESSIVE MYOCLONIC, 10",1
C4225259,SMITH-KINGSMORE SYNDROME,1
C4225261,"SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME",1
C4225262,"POROKERATOSIS 9, MULTIPLE TYPES",1
C4225263,SENIOR-LOKEN SYNDROME 9,1
C4225265,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W",1
C4225266,IMMUNODEFICIENCY 42,1
C4225267,HEIMLER SYNDROME 2,1
C4225268,"CUTIS LAXA, AUTOSOMAL DOMINANT 3",1
C4225269,CRANIOSYNOSTOSIS 6,1
C4225270,Kosaki overgrowth syndrome,1
C4225271,ADAMS-OLIVER SYNDROME 6,1
C4225272,"SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE",1
C4225273,"SPONDYLOEPIPHYSEAL DYSPLASIA, STANESCU TYPE",1
C4225274,AU-KLINE SYNDROME,1
C4225276,"EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME",1
C4225277,"IMMUNODEFICIENCY, COMMON VARIABLE, 12",1
C4225278,GLIOMA SUSCEPTIBILITY 9,1
C4225279,"SPONDYLOCOSTAL DYSOSTOSIS 6, AUTOSOMAL RECESSIVE",1
C4225280,NOONAN SYNDROME 10,1
C4225281,RETINITIS PIGMENTOSA 74,1
C4225282,NOONAN SYNDROME 9,1
C4225284,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6",1
C4225285,"KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM",1
C4225286,SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY,1
C4225287,RETINITIS PIGMENTOSA 73,1
C4225288,"SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION",1
C4225289,"EPILEPSY, PROGRESSIVE MYOCLONIC, 9",1
C4225290,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26,1
C4225291,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9",1
C4225292,"THYROID CANCER, NONMEDULLARY, 5",1
C4225293,"THYROID CANCER, NONMEDULLARY, 4",1
C4225295,"POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS",1
C4225296,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 39",1
C4225297,ACHROMATOPSIA 7,1
C4225298,"DEAFNESS, AUTOSOMAL RECESSIVE 104",1
C4225299,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14",1
C4225300,CATARACT 44,1
C4225301,"OSTEOGENESIS IMPERFECTA, TYPE XVII",1
C4225302,"NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB",1
C4225303,LETHAL CONGENITAL CONTRACTURE SYNDROME 9,1
C4225304,"CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 4",1
C4225305,"LEUKODYSTROPHY, HYPOMYELINATING, 11",1
C4225306,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V",1
C4225307,"GROWTH RESTRICTION, SEVERE, WITH DISTINCTIVE FACIES",1
C4225308,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII",1
C4225309,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY,1
C4225310,"MICROCEPHALY 15, PRIMARY, AUTOSOMAL RECESSIVE",1
C4225311,"CILIARY DYSKINESIA, PRIMARY, 32",1
C4225312,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2",1
C4225313,BETHLEM MYOPATHY 2,1
C4225314,ULLRICH CONGENITAL MUSCULAR DYSTROPHY 2,1
C4225315,RETINITIS PIGMENTOSA 72,1
C4225316,EXUDATIVE VITREORETINOPATHY 6,1
C4225317,"ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE",1
C4225318,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 8",1
C4225319,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50",1
C4225320,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50",1
C4225321,ZIMMERMANN-LABAND SYNDROME 2,1
C4225322,"SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE",1
C4225323,BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME,1
C4225324,"CANDIDIASIS, FAMILIAL, 9",1
C4225325,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4,1
C4225326,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3,1
C4225327,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 7",1
C4225328,IMMUNODEFICIENCY 40,1
C4225329,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25,1
C4225330,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 10",1
C4225332,"LEUKODYSTROPHY, HYPOMYELINATING, 10",1
C4225333,"HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION",1
C4225334,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE",1
C4225335,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6",1
C4225336,DYSTONIA 27,1
C4225337,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33",1
C4225338,"MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE",1
C4225339,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2",1
C4225340,BRUGADA SYNDROME 9,1
C4225341,"DYSTONIA 26, MYOCLONIC",1
C4225342,RETINITIS PIGMENTOSA 71,1
C4225343,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 38",1
C4225344,"TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE",1
C4225345,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G",1
C4225347,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4",1
C4225348,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4,1
C4225349,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA,1
C4225350,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 32",1
C4225351,White Sutton syndrome,1
C4225352,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 36",1
C4225354,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 35",1
C4225355,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20",1
C4225357,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 31",1
C4225358,IMMUNODEFICIENCY 39,1
C4225359,LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA,1
C4225360,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 30",1
C4225361,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29",1
C4225362,"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3",1
C4225363,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2",1
C4225364,"MYASTHENIC SYNDROME, CONGENITAL, 18",1
C4225365,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13",1
C4225367,"MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",1
C4225368,"MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",1
C4225369,"MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL",1
C4225370,"MYASTHENIC SYNDROME, CONGENITAL, 3C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",1
C4225371,"MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL",1
C4225372,"MYASTHENIC SYNDROME, CONGENITAL, 3A, SLOW-CHANNEL",1
C4225373,"MYASTHENIC SYNDROME, CONGENITAL, 2C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",1
C4225374,"MYASTHENIC SYNDROME, CONGENITAL, 2A, SLOW-CHANNEL",1
C4225375,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 33",1
C4225376,SENIOR-LOKEN SYNDROME 8,1
C4225377,"MYASTHENIC SYNDROME, CONGENITAL, 17",1
C4225378,SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY,1
C4225379,LIPOYLTRANSFERASE 1 DEFICIENCY,1
C4225380,SINGLETON-MERTEN SYNDROME 2,1
C4225381,"PEELING SKIN WITH LEUKONYCHIA, ACRAL PUNCTATE KERATOSES, CHEILITIS, AND KNUCKLE PADS",1
C4225382,COLE-CARPENTER SYNDROME 2,1
C4225383,LICHTENSTEIN-KNORR SYNDROME,1
C4225384,OPTIC ATROPHY 9,1
C4225385,LETHAL CONGENITAL CONTRACTURE SYNDROME 8,1
C4225386,LETHAL CONGENITAL CONTRACTURE SYNDROME 7,1
C4225387,"SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT",1
C4225388,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 49",1
C4225389,CATARACT 43,1
C4225390,"BILE ACID SYNTHESIS DEFECT, CONGENITAL, 5",1
C4225391,MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY,1
C4225392,"COENZYME Q10 DEFICIENCY, PRIMARY, 7",1
C4225393,3-methylglutaconic aciduria type 7,1
C4225394,"AMELOGENESIS IMPERFECTA, TYPE IF",1
C4225395,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48",1
C4225396,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32",1
C4225397,ATAXIA-OCULOMOTOR APRAXIA 4,1
C4225398,"CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY",1
C4225399,SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES,1
C4225400,INTERSTITIAL LUNG AND LIVER DISEASE,1
C4225402,PREMATURE OVARIAN FAILURE 10,1
C4225404,"ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE",1
C4225405,"MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL",1
C4225406,"NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION",1
C4225407,PEELING SKIN SYNDROME 4,1
C4225408,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 25",1
C4225411,DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS,1
C4225412,Spondylo-ocular syndrome,1
C4225413,"MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL",1
C4225415,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 3",1
C4225416,"MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED",1
C4225417,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 34",1
C4225418,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 33",1
C4225419,RITSCHER-SCHINZEL SYNDROME 2,1
C4225420,"TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE",1
C4225421,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3,1
C4225422,DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS,1
C4225423,"REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET",1
C4225424,OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY,1
C4225428,"ANEMIA, SIDEROBLASTIC, 4",1
C4225431,CHROMOSOME 10p12-p11 DELETION SYNDROME,1
C4225499,"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH SEIZURES",1
C4225578,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 2Y",1
C4225666,CHROMOSOME 15q14 DELETION SYNDROME,1
C4225667,CHROMOSOME 16p13.2 DELETION SYNDROME,1
C4237474,Unspecified neurodevelopmental disorder,1
C4255193,Bilateral Vestibulopathy,1
C4273658,Graham Little Piccardi Lassueur syndrome,1
C4273673,Peripheral resistance to thyroid hormone,1
C4273897,Distal monosomy 1q,1
C4273958,Obesity due to melanocortin 4 receptor deficiency,1
C4274029,Biliary atresia with splenic malformation syndrome,1
C4274078,Hyperinsulinism due to HNF4A deficiency,1
C4274079,Bile acid CoA ligase deficiency and defective amidation,1
C4274080,Autosomal dominant hyperinsulinism due to SUR1 deficiency,1
C4274081,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency,1
C4274085,Syndromic recessive X-linked ichthyosis,1
C4274329,FRAXF syndrome,1
C4274761,Autosomal dominant spondylocostal dysostosis,1
C4274947,Multiple endocrine neoplasia type 4,1
C4275060,Multiple epiphyseal dysplasia type 5,1
C4275061,Multiple epiphyseal dysplasia type 1,1
C4275062,Intestinal epithelial dysplasia,1
C4275067,Transthyretin related familial amyloid cardiomyopathy,1
C4275075,Atypical Werner syndrome,1
C4275180,Familial hypoaldosteronism,1
C4282398,Sialidase deficiency,1
C4283841,ITK Deficiency,1
C4283859,Cutaneous Malignant Melanoma 2,1
C4283893,"DEAFNESS, AUTOSOMAL DOMINANT 66",1
C4283894,"MENTAL RETARDATION, X-LINKED 61",1
C4284093,"FANCONI ANEMIA, COMPLEMENTATION GROUP R",1
C4284284,Neuronal Ceroid Lipofuscinosis Type 4B,1
C4284414,"AORTIC ANEURYSM, FAMILIAL THORACIC 10",1
C4284588,"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE",1
C4284592,"SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY",1
C4284594,BAND HETEROTOPIA,1
C4285231,METHEMOGLOBINEMIA AND AMBIGUOUS GENITALIA,1
C4285893,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,1
C4296896,Hyperplastic polyposis syndrome,1
C4302200,Congenital central hypothyroidism,1
C4302263,Cryptogenic multifocal ulcerous stenosing enteritis,1
C4302548,Dysspondyloenchondromatosis,1
C4302669,Autosomal dominant beta2-microglobulinic amyloidosis,1
C4303082,Hyperinsulinism due to uncoupling protein 2 deficiency,1
C4303475,Hyperinsulinism due to HNF1A deficiency,1
C4303482,Familial Alzheimer-like prion disease,1
C4303593,DEND syndrome,1
C4303787,Ehlers-Danlos syndrome musculocontractural type,1
C4303789,Ehlers-Danlos syndrome cardiac valvular type,1
C4303791,Cerebroretinal vasculopathy,1
C4304022,Attenuated Chédiak-Higashi syndrome,1
C4304400,X-linked hereditary sensory and autonomic neuropathy with deafness,1
C4304505,8p11.2 deletion syndrome,1
C4304514,6q terminal deletion syndrome,1
C4304526,5q35 microduplication syndrome,1
C4304529,5q14.3 microdeletion syndrome,1
C4304532,2q23.1 microdeletion syndrome,1
C4304539,20p12.3 microdeletion syndrome,1
C4304540,1q44 microdeletion syndrome,1
C4304594,16q24.3 microdeletion syndrome,1
C4304724,Late-onset junctional epidermolysis bullosa,1
C4305240,14q12 microdeletion syndrome,1
C4305256,Primary immunodeficiency syndrome due to p14 deficiency,1
C4305324,Acral self-healing collodion baby,1
C4305529,Dent disease type 2,1
C4310614,OTULIN-related autoinflammatory syndrome,1
C4310616,"ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE",1
C4310617,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS,1
C4310618,"HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME",1
C4310619,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 59",1
C4310620,Yao syndrome,1
C4310621,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 12",1
C4310622,ANTERIOR SEGMENT DYSGENESIS 8,1
C4310624,"BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6",1
C4310625,"COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS",1
C4310626,RETINITIS PIGMENTOSA 77,1
C4310627,MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME,1
C4310628,OPTIC ATROPHY 11,1
C4310629,LYMPHATIC MALFORMATION 7,1
C4310630,"AMELOGENESIS IMPERFECTA, TYPE IJ",1
C4310631,"EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS",1
C4310632,"EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT",1
C4310633,"DYSTONIA 28, CHILDHOOD-ONSET",1
C4310634,"DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES",1
C4310635,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 49",1
C4310636,"ATRIAL FIBRILLATION, FAMILIAL, 18",1
C4310637,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 48",1
C4310638,"TOOTH AGENESIS, SELECTIVE, 9",1
C4310639,"GLAUCOMA 3, PRIMARY CONGENITAL, E",1
C4310640,NEPHRONOPHTHISIS 20,1
C4310641,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58",1
C4310643,"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE",1
C4310644,"GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES",1
C4310645,"MYOPATHY, MYOFIBRILLAR, 8",1
C4310646,LISSENCEPHALY 8,1
C4310647,SECKEL SYNDROME 10,1
C4310650,"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII",1
C4310651,"FANCONI ANEMIA, COMPLEMENTATION GROUP U",1
C4310652,"FANCONI ANEMIA, COMPLEMENTATION GROUP V",1
C4310653,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME",1
C4310654,"MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC",1
C4310655,"MYOPIA 25, AUTOSOMAL DOMINANT",1
C4310656,IMMUNODEFICIENCY 49,1
C4310657,CONE-ROD DYSTROPHY AND HEARING LOSS,1
C4310658,"MYOCLONUS, INTRACTABLE, NEONATAL",1
C4310659,PREIMPLANTATION EMBRYONIC LETHALITY 2,1
C4310660,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21",1
C4310661,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31,1
C4310662,"SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE",1
C4310663,"SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED",1
C4310664,"SUDDEN CARDIAC FAILURE, INFANTILE",1
C4310665,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA6",1
C4310666,SPERMATOGENIC FAILURE 17,1
C4310667,"ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY",1
C4310668,"HETEROTAXY, VISCERAL, 8, AUTOSOMAL",1
C4310669,PERIVENTRICULAR NODULAR HETEROTOPIA 7,1
C4310670,LETHAL CONGENITAL CONTRACTURE SYNDROME 11,1
C4310671,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM",1
C4310672,SHASHI-PENA SYNDROME,1
C4310673,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57",1
C4310675,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY",1
C4310676,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT",1
C4310677,HAREL-YOON SYNDROME,1
C4310678,LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA,1
C4310679,CHITAYAT SYNDROME,1
C4310680,RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES,1
C4310681,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2",1
C4310682,INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA,1
C4310683,"DYSKINESIA, SEIZURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER",1
C4310685,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 47",1
C4310686,"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY",1
C4310687,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 46",1
C4310688,SIFRIM-HITZ-WEISS SYNDROME,1
C4310689,"SHORT STATURE, BRACHYDACTYLY, INTELLECTUAL DEVELOPMENTAL DISABILITY, AND SEIZURES",1
C4310690,MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE),1
C4310691,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 45",1
C4310692,"ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH",1
C4310693,"NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET",1
C4310694,"MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC",1
C4310695,ANIRIDIA 3,1
C4310697,FRONTOMETAPHYSEAL DYSPLASIA 2,1
C4310699,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24",1
C4310700,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 44",1
C4310701,OROFACIODIGITAL SYNDROME XV,1
C4310702,ALAZAMI-YUAN SYNDROME,1
C4310703,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56",1
C4310704,RETINITIS PIGMENTOSA 76,1
C4310705,JOUBERT SYNDROME 28,1
C4310706,JOUBERT SYNDROME 27,1
C4310707,BARDET-BIEDL SYNDROME 20,1
C4310708,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3",1
C4310709,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2",1
C4310710,PEELING SKIN SYNDROME 5,1
C4310711,"MYOPATHY, MYOFIBRILLAR, 7",1
C4310712,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 43",1
C4310713,"MACULAR DYSTROPHY, PATTERNED, 3",1
C4310714,SESSILE SERRATED POLYPOSIS CANCER SYNDROME,1
C4310715,THAUVIN-ROBINET-FAIVRE SYNDROME,1
C4310716,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 42",1
C4310717,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41",1
C4310718,SHORT-RIB THORACIC DYSPLASIA 16 WITH OR WITHOUT POLYDACTYLY,1
C4310719,FAMILIAL ADENOMATOUS POLYPOSIS 4,1
C4310720,"GROWTH RETARDATION, INTELLECTUAL DEVELOPMENTAL DISORDER, HYPOTONIA, AND HEPATOPATHY",1
C4310721,"CILIARY DYSKINESIA, PRIMARY, 35",1
C4310722,"CILIARY DYSKINESIA, PRIMARY, 34",1
C4310723,"MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE",1
C4310724,SHORT-RIB THORACIC DYSPLASIA 15 WITH POLYDACTYLY,1
C4310725,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B",1
C4310726,ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2,1
C4310727,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa",1
C4310728,"SEIZURES, BENIGN FAMILIAL INFANTILE, 5",1
C4310730,"TOOTH AGENESIS, SELECTIVE, 8",1
C4310731,"MYOPATHY, AUTOSOMAL RECESSIVE, WITH RIGID SPINE AND DISTAL JOINT CONTRACTURES",1
C4310733,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4",1
C4310734,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3",1
C4310735,"PORTAL HYPERTENSION, NONCIRRHOTIC",1
C4310736,"MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE",1
C4310737,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 40",1
C4310738,MEIER-GORLIN SYNDROME 7,1
C4310739,OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME,1
C4310740,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 44",1
C4310741,"HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4",1
C4310742,CRISPONI/COLD-INDUCED SWEATING SYNDROME 3,1
C4310743,"STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET",1
C4310744,BONE MARROW FAILURE SYNDROME 3,1
C4310745,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55",1
C4310746,HERMANSKY-PUDLAK SYNDROME 10,1
C4310747,"CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5",1
C4310749,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26",1
C4310750,"SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE",1
C4310751,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS",1
C4310752,DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS,1
C4310753,PATENT DUCTUS ARTERIOSUS 3,1
C4310754,"MYOPATHY, DISTAL, 5",1
C4310755,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54",1
C4310756,"HYPERALDOSTERONISM, FAMILIAL, TYPE IV",1
C4310757,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2F",1
C4310758,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H",1
C4310759,RETINITIS PIGMENTOSA 75,1
